_id,brandName,brandUsage,npsScore,npsReason,user,datetaken
survey877,Breadtalk,3,10,2,user77,2016-08-20T05:46:05.514Z
survey878,Breadtalk,3,10,1,user78,2016-08-20T05:46:05.514Z
survey879,Breadtalk,3,10,3,user79,2016-08-20T05:46:05.514Z
survey880,Breadtalk,3,10,1,user80,2016-08-20T05:46:05.514Z
survey881,Breadtalk,3,10,1,user81,2016-08-20T05:46:05.514Z
survey882,Breadtalk,2,10,3,user82,2016-08-20T05:46:05.514Z
survey883,Breadtalk,1,10,3,user83,2016-08-20T05:46:05.514Z
survey884,Breadtalk,2,10,3,user84,2016-08-20T05:46:05.514Z
survey885,Breadtalk,1,10,1,user85,2016-08-20T05:46:05.514Z
survey886,Breadtalk,4,10,3,user86,2016-08-20T05:46:05.514Z
survey887,Breadtalk,3,10,2,user87,2016-08-20T05:46:05.514Z
survey888,Breadtalk,4,10,2,user88,2016-08-20T05:46:05.514Z
survey889,Breadtalk,1,10,3,user89,2016-08-20T05:46:05.514Z
survey890,Breadtalk,3,10,3,user90,2016-08-20T05:46:05.514Z
survey891,Breadtalk,2,10,2,user91,2016-08-20T05:46:05.514Z
survey892,Breadtalk,2,10,2,user92,2016-08-20T05:46:05.514Z
survey893,Breadtalk,1,10,1,user93,2016-08-20T05:46:05.514Z
survey894,Breadtalk,2,10,2,user94,2016-08-20T05:46:05.514Z
survey895,Breadtalk,3,10,1,user95,2016-08-20T05:46:05.514Z
survey896,Breadtalk,3,10,3,user96,2016-08-20T05:46:05.514Z
survey897,Breadtalk,3,10,2,user97,2016-08-20T05:46:05.514Z
survey898,Breadtalk,4,10,3,user98,2016-08-20T05:46:05.514Z
survey899,Breadtalk,2,10,2,user99,2016-08-20T05:46:05.514Z
survey900,Breadtalk,3,10,2,user100,2016-08-20T05:46:05.514Z
survey901,Breadtalk,3,10,3,user101,2016-08-20T05:46:05.514Z
survey902,Breadtalk,4,10,2,user102,2016-08-20T05:46:05.514Z
survey903,Breadtalk,2,10,3,user103,2016-08-20T05:46:05.514Z
survey904,Breadtalk,2,10,1,user104,2016-08-20T05:46:05.514Z
survey905,Breadtalk,2,10,3,user105,2016-08-20T05:46:05.514Z
survey906,Breadtalk,3,10,2,user106,2016-08-20T05:46:05.514Z
survey907,Breadtalk,3,10,3,user107,2016-08-20T05:46:05.514Z
survey908,Breadtalk,4,10,1,user108,2016-08-20T05:46:05.514Z
survey909,Breadtalk,1,10,2,user109,2016-08-20T05:46:05.514Z
survey910,Breadtalk,4,10,2,user110,2016-08-20T05:46:05.514Z
survey911,Breadtalk,3,10,1,user111,2016-08-20T05:46:05.514Z
survey912,Breadtalk,1,10,1,user112,2016-08-20T05:46:05.514Z
survey913,Breadtalk,4,10,1,user113,2016-08-20T05:46:05.514Z
survey914,Breadtalk,4,10,1,user114,2016-08-20T05:46:05.514Z
survey915,Breadtalk,2,10,3,user115,2016-08-20T05:46:05.514Z
survey916,Breadtalk,4,10,2,user116,2016-08-20T05:46:05.514Z
survey917,Breadtalk,4,5,2,user117,2016-08-20T05:46:05.514Z
survey918,Breadtalk,1,5,1,user118,2016-08-20T05:46:05.514Z
survey919,Breadtalk,4,5,3,user119,2016-08-20T05:46:05.514Z
survey920,Breadtalk,1,5,3,user120,2016-08-20T05:46:05.514Z
survey921,Breadtalk,2,5,2,user121,2016-08-20T05:46:05.514Z
survey922,Breadtalk,4,5,3,user122,2016-08-20T05:46:05.514Z
survey923,Breadtalk,2,5,1,user123,2016-08-20T05:46:05.514Z
survey924,Breadtalk,2,5,3,user124,2016-08-20T05:46:05.514Z
survey925,Breadtalk,2,5,2,user125,2016-08-20T05:46:05.514Z
survey926,Breadtalk,4,5,1,user126,2016-08-20T05:46:05.514Z
survey927,Breadtalk,4,5,3,user127,2016-08-20T05:46:05.514Z
survey928,Breadtalk,4,5,1,user128,2016-08-20T05:46:05.514Z
survey929,Breadtalk,1,5,1,user129,2016-08-20T05:46:05.514Z
survey930,Breadtalk,2,5,3,user130,2016-08-20T05:46:05.514Z
survey931,Breadtalk,3,5,3,user131,2016-08-20T05:46:05.514Z
survey932,Breadtalk,1,5,1,user132,2016-08-20T05:46:05.514Z
survey933,Breadtalk,2,5,1,user133,2016-08-20T05:46:05.514Z
survey934,Breadtalk,3,5,2,user134,2016-08-20T05:46:05.514Z
survey935,Breadtalk,4,5,1,user135,2016-08-20T05:46:05.514Z
survey936,Breadtalk,4,5,2,user136,2016-08-20T05:46:05.514Z
survey937,Breadtalk,3,5,3,user137,2016-08-20T05:46:05.514Z
survey938,Breadtalk,4,5,1,user138,2016-08-20T05:46:05.514Z
survey939,Breadtalk,2,5,2,user139,2016-08-20T05:46:05.514Z
survey940,Breadtalk,3,5,2,user140,2016-08-20T05:46:05.514Z
survey941,Breadtalk,1,5,1,user141,2016-08-20T05:46:05.514Z
survey942,Breadtalk,3,5,1,user142,2016-08-20T05:46:05.514Z
survey943,Breadtalk,1,5,1,user143,2016-08-20T05:46:05.514Z
survey944,Breadtalk,2,5,3,user144,2016-08-20T05:46:05.514Z
survey945,Breadtalk,2,5,2,user145,2016-08-20T05:46:05.514Z
survey946,Breadtalk,3,1,2,user146,2016-08-20T05:46:05.514Z
survey947,Breadtalk,2,1,1,user147,2016-08-20T05:46:05.514Z
survey948,Breadtalk,2,1,3,user148,2016-08-20T05:46:05.514Z
survey949,Breadtalk,3,1,1,user149,2016-08-20T05:46:05.514Z
survey950,Breadtalk,1,1,1,user150,2016-08-20T05:46:05.514Z
survey951,Breadtalk,4,1,3,user151,2016-08-20T05:46:05.514Z
survey952,Breadtalk,3,1,3,user152,2016-08-20T05:46:05.514Z
survey953,Breadtalk,1,1,1,user153,2016-08-20T05:46:05.514Z
survey954,Breadtalk,1,1,1,user154,2016-08-20T05:46:05.514Z
survey955,Breadtalk,3,1,3,user155,2016-08-20T05:46:05.514Z
survey956,Breadtalk,1,1,1,user156,2016-08-20T05:46:05.514Z
survey957,Breadtalk,2,1,1,user157,2016-08-20T05:46:05.514Z
survey958,Breadtalk,1,1,1,user158,2016-08-20T05:46:05.514Z
survey959,Breadtalk,4,1,1,user159,2016-08-20T05:46:05.514Z
survey960,Breadtalk,2,1,2,user160,2016-08-20T05:46:05.514Z
survey961,Breadtalk,2,1,1,user161,2016-08-20T05:46:05.514Z
survey962,Breadtalk,3,1,2,user162,2016-08-20T05:46:05.514Z
survey963,Breadtalk,1,1,3,user163,2016-08-20T05:46:05.514Z
survey964,Breadtalk,4,1,1,user164,2016-08-20T05:46:05.514Z
survey965,Breadtalk,1,1,3,user165,2016-08-20T05:46:05.514Z
survey966,Breadtalk,2,1,3,user166,2016-08-20T05:46:05.514Z
survey967,Breadtalk,2,1,2,user167,2016-08-20T05:46:05.514Z
survey968,Breadtalk,1,1,2,user168,2016-08-20T05:46:05.514Z
survey969,Breadtalk,2,1,1,user169,2016-08-20T05:46:05.514Z
survey970,Breadtalk,3,1,1,user170,2016-08-20T05:46:05.514Z
survey971,Breadtalk,4,1,2,user171,2016-08-20T05:46:05.514Z
survey972,Breadtalk,3,1,1,user172,2016-08-20T05:46:05.514Z
survey973,Breadtalk,4,1,3,user173,2016-08-20T05:46:05.514Z
survey974,Breadtalk,4,1,2,user174,2016-08-20T05:46:05.514Z
survey975,Breadtalk,2,1,3,user175,2016-08-20T05:46:05.514Z
survey976,Breadtalk,3,1,3,user176,2016-08-20T05:46:05.514Z
survey977,Breadtalk,2,1,1,user177,2016-08-20T05:46:05.514Z
survey978,Breadtalk,1,1,3,user178,2016-08-20T05:46:05.514Z
survey979,Breadtalk,4,1,2,user179,2016-08-20T05:46:05.514Z
survey980,Breadtalk,3,1,3,user180,2016-08-20T05:46:05.514Z
survey981,Breadtalk,2,1,3,user181,2016-08-20T05:46:05.514Z
survey982,Breadtalk,1,1,2,user182,2016-08-20T05:46:05.514Z
survey983,Breadtalk,4,1,3,user183,2016-08-20T05:46:05.514Z
survey984,Breadtalk,4,1,1,user184,2016-08-20T05:46:05.514Z
survey985,Breadtalk,2,1,3,user185,2016-08-20T05:46:05.514Z
survey986,Breadtalk,2,1,2,user186,2016-08-20T05:46:05.514Z
survey987,Breadtalk,1,1,2,user187,2016-08-20T05:46:05.514Z
survey988,Breadtalk,4,1,2,user188,2016-08-20T05:46:05.514Z
survey989,Breadtalk,4,1,2,user189,2016-08-20T05:46:05.514Z
survey990,Breadtalk,1,1,2,user190,2016-08-20T05:46:05.514Z
survey991,Breadtalk,1,1,2,user191,2016-08-20T05:46:05.514Z
survey992,Breadtalk,2,1,1,user192,2016-08-20T05:46:05.514Z
survey993,Breadtalk,3,1,2,user193,2016-08-20T05:46:05.514Z
survey994,Breadtalk,3,1,2,user194,2016-08-20T05:46:05.514Z
survey995,Breadtalk,4,1,1,user195,2016-08-20T05:46:05.514Z
survey996,Breadtalk,4,1,1,user196,2016-08-20T05:46:05.514Z
survey997,Breadtalk,1,1,3,user197,2016-08-20T05:46:05.514Z
survey998,Breadtalk,1,1,1,user198,2016-08-20T05:46:05.514Z
survey999,Breadtalk,3,1,3,user199,2016-08-20T05:46:05.514Z
survey1000,Breadtalk,4,1,1,user200,2016-08-20T05:46:05.514Z
survey1001,Breadtalk,1,10,2,user1,2016-07-20T05:46:05.514Z
survey1002,Breadtalk,3,10,2,user2,2016-07-20T05:46:05.514Z
survey1003,Breadtalk,3,10,1,user3,2016-07-20T05:46:05.514Z
survey1004,Breadtalk,3,10,2,user4,2016-07-20T05:46:05.514Z
survey1005,Breadtalk,2,10,2,user5,2016-07-20T05:46:05.514Z
survey1006,Breadtalk,1,10,2,user6,2016-07-20T05:46:05.514Z
survey1007,Breadtalk,3,10,1,user7,2016-07-20T05:46:05.514Z
survey1008,Breadtalk,3,10,1,user8,2016-07-20T05:46:05.514Z
survey1009,Breadtalk,4,10,2,user9,2016-07-20T05:46:05.514Z
survey1010,Breadtalk,4,10,1,user10,2016-07-20T05:46:05.514Z
survey1011,Breadtalk,2,10,3,user11,2016-07-20T05:46:05.514Z
survey1012,Breadtalk,3,10,2,user12,2016-07-20T05:46:05.514Z
survey1013,Breadtalk,2,10,1,user13,2016-07-20T05:46:05.514Z
survey1014,Breadtalk,3,10,1,user14,2016-07-20T05:46:05.514Z
survey1015,Breadtalk,4,10,3,user15,2016-07-20T05:46:05.514Z
survey1016,Breadtalk,1,10,1,user16,2016-07-20T05:46:05.514Z
survey1017,Breadtalk,2,10,3,user17,2016-07-20T05:46:05.514Z
survey1018,Breadtalk,1,10,2,user18,2016-07-20T05:46:05.514Z
survey1019,Breadtalk,1,10,1,user19,2016-07-20T05:46:05.514Z
survey1020,Breadtalk,2,10,1,user20,2016-07-20T05:46:05.514Z
survey1021,Breadtalk,1,10,3,user21,2016-07-20T05:46:05.514Z
survey1022,Breadtalk,2,10,3,user22,2016-07-20T05:46:05.514Z
survey1023,Breadtalk,1,10,2,user23,2016-07-20T05:46:05.514Z
survey1024,Breadtalk,4,10,1,user24,2016-07-20T05:46:05.514Z
survey1025,Breadtalk,1,10,1,user25,2016-07-20T05:46:05.514Z
survey1026,Breadtalk,3,10,2,user26,2016-07-20T05:46:05.514Z
survey1027,Breadtalk,4,10,3,user27,2016-07-20T05:46:05.514Z
survey1028,Breadtalk,4,10,1,user28,2016-07-20T05:46:05.514Z
survey1029,Breadtalk,2,10,3,user29,2016-07-20T05:46:05.514Z
survey1030,Breadtalk,3,10,2,user30,2016-07-20T05:46:05.514Z
survey1031,Breadtalk,3,10,3,user31,2016-07-20T05:46:05.514Z
survey1032,Breadtalk,1,10,1,user32,2016-07-20T05:46:05.514Z
survey1033,Breadtalk,2,10,1,user33,2016-07-20T05:46:05.514Z
survey1034,Breadtalk,3,10,3,user34,2016-07-20T05:46:05.514Z
survey1035,Breadtalk,2,10,2,user35,2016-07-20T05:46:05.514Z
survey1036,Breadtalk,1,10,1,user36,2016-07-20T05:46:05.514Z
survey1037,Breadtalk,2,10,1,user37,2016-07-20T05:46:05.514Z
survey1038,Breadtalk,3,10,3,user38,2016-07-20T05:46:05.514Z
survey1039,Breadtalk,2,10,3,user39,2016-07-20T05:46:05.514Z
survey1040,Breadtalk,3,10,3,user40,2016-07-20T05:46:05.514Z
survey1041,Breadtalk,1,10,2,user41,2016-07-20T05:46:05.514Z
survey1042,Breadtalk,1,10,2,user42,2016-07-20T05:46:05.514Z
survey1043,Breadtalk,4,10,2,user43,2016-07-20T05:46:05.514Z
survey1044,Breadtalk,1,10,3,user44,2016-07-20T05:46:05.514Z
survey1045,Breadtalk,2,10,3,user45,2016-07-20T05:46:05.514Z
survey1046,Breadtalk,2,10,1,user46,2016-07-20T05:46:05.514Z
survey1047,Breadtalk,3,10,1,user47,2016-07-20T05:46:05.514Z
survey1048,Breadtalk,4,10,2,user48,2016-07-20T05:46:05.514Z
survey1049,Breadtalk,3,10,3,user49,2016-07-20T05:46:05.514Z
survey1050,Breadtalk,4,10,3,user50,2016-07-20T05:46:05.514Z
survey1051,Breadtalk,3,10,1,user51,2016-07-20T05:46:05.514Z
survey1052,Breadtalk,1,10,2,user52,2016-07-20T05:46:05.514Z
survey1053,Breadtalk,4,10,2,user53,2016-07-20T05:46:05.514Z
survey1054,Breadtalk,2,10,2,user54,2016-07-20T05:46:05.514Z
survey1055,Breadtalk,3,10,2,user55,2016-07-20T05:46:05.514Z
survey1056,Breadtalk,4,10,1,user56,2016-07-20T05:46:05.514Z
survey1057,Breadtalk,2,10,3,user57,2016-07-20T05:46:05.514Z
survey1058,Breadtalk,1,10,3,user58,2016-07-20T05:46:05.514Z
survey1059,Breadtalk,2,10,2,user59,2016-07-20T05:46:05.514Z
survey1060,Breadtalk,2,10,2,user60,2016-07-20T05:46:05.514Z
survey1061,Breadtalk,3,5,2,user61,2016-07-20T05:46:05.514Z
survey1062,Breadtalk,4,5,3,user62,2016-07-20T05:46:05.514Z
survey1063,Breadtalk,4,5,1,user63,2016-07-20T05:46:05.514Z
survey1064,Breadtalk,1,5,1,user64,2016-07-20T05:46:05.514Z
survey1065,Breadtalk,1,5,1,user65,2016-07-20T05:46:05.514Z
survey1066,Breadtalk,2,5,3,user66,2016-07-20T05:46:05.514Z
survey1067,Breadtalk,1,5,1,user67,2016-07-20T05:46:05.514Z
survey1068,Breadtalk,3,5,2,user68,2016-07-20T05:46:05.514Z
survey1069,Breadtalk,2,5,3,user69,2016-07-20T05:46:05.514Z
survey1070,Breadtalk,3,5,2,user70,2016-07-20T05:46:05.514Z
survey1071,Breadtalk,2,5,2,user71,2016-07-20T05:46:05.514Z
survey1072,Breadtalk,3,5,3,user72,2016-07-20T05:46:05.514Z
survey1073,Breadtalk,2,5,3,user73,2016-07-20T05:46:05.514Z
survey1074,Breadtalk,3,5,3,user74,2016-07-20T05:46:05.514Z
survey1075,Breadtalk,1,5,3,user75,2016-07-20T05:46:05.514Z
survey1076,Breadtalk,2,5,3,user76,2016-07-20T05:46:05.514Z
survey1077,Breadtalk,1,5,1,user77,2016-07-20T05:46:05.514Z
survey1078,Breadtalk,2,5,3,user78,2016-07-20T05:46:05.514Z
survey1079,Breadtalk,1,5,2,user79,2016-07-20T05:46:05.514Z
survey1080,Breadtalk,3,5,1,user80,2016-07-20T05:46:05.514Z
survey1081,Breadtalk,4,5,3,user81,2016-07-20T05:46:05.514Z
survey1082,Breadtalk,3,5,1,user82,2016-07-20T05:46:05.514Z
survey1083,Breadtalk,4,5,2,user83,2016-07-20T05:46:05.514Z
survey1084,Breadtalk,4,5,3,user84,2016-07-20T05:46:05.514Z
survey1085,Breadtalk,1,5,1,user85,2016-07-20T05:46:05.514Z
survey1086,Breadtalk,3,5,1,user86,2016-07-20T05:46:05.514Z
survey1087,Breadtalk,4,5,2,user87,2016-07-20T05:46:05.514Z
survey1088,Breadtalk,4,5,2,user88,2016-07-20T05:46:05.514Z
survey1089,Breadtalk,2,5,1,user89,2016-07-20T05:46:05.514Z
survey1090,Breadtalk,1,5,1,user90,2016-07-20T05:46:05.514Z
survey1091,Breadtalk,1,5,3,user91,2016-07-20T05:46:05.514Z
survey1092,Breadtalk,4,5,3,user92,2016-07-20T05:46:05.514Z
survey1093,Breadtalk,3,5,1,user93,2016-07-20T05:46:05.514Z
survey1094,Breadtalk,2,5,2,user94,2016-07-20T05:46:05.514Z
survey1095,Breadtalk,3,5,2,user95,2016-07-20T05:46:05.514Z
survey1096,Breadtalk,2,5,3,user96,2016-07-20T05:46:05.514Z
survey1097,Breadtalk,1,5,2,user97,2016-07-20T05:46:05.514Z
survey1098,Breadtalk,4,5,3,user98,2016-07-20T05:46:05.514Z
survey1099,Breadtalk,3,5,2,user99,2016-07-20T05:46:05.514Z
survey1100,Breadtalk,3,5,1,user100,2016-07-20T05:46:05.514Z
survey1101,Breadtalk,3,5,1,user101,2016-07-20T05:46:05.514Z
survey1102,Breadtalk,1,5,2,user102,2016-07-20T05:46:05.514Z
survey1103,Breadtalk,3,5,3,user103,2016-07-20T05:46:05.514Z
survey1104,Breadtalk,3,5,2,user104,2016-07-20T05:46:05.514Z
survey1105,Breadtalk,4,5,2,user105,2016-07-20T05:46:05.514Z
survey1106,Breadtalk,4,5,2,user106,2016-07-20T05:46:05.514Z
survey1107,Breadtalk,3,5,2,user107,2016-07-20T05:46:05.514Z
survey1108,Breadtalk,1,5,3,user108,2016-07-20T05:46:05.514Z
survey1109,Breadtalk,3,5,2,user109,2016-07-20T05:46:05.514Z
survey1110,Breadtalk,3,5,3,user110,2016-07-20T05:46:05.514Z
survey1111,Breadtalk,3,5,1,user111,2016-07-20T05:46:05.514Z
survey1112,Breadtalk,4,5,1,user112,2016-07-20T05:46:05.514Z
survey1113,Breadtalk,3,5,1,user113,2016-07-20T05:46:05.514Z
survey1114,Breadtalk,4,5,3,user114,2016-07-20T05:46:05.514Z
survey1115,Breadtalk,3,5,1,user115,2016-07-20T05:46:05.514Z
survey1116,Breadtalk,2,5,2,user116,2016-07-20T05:46:05.514Z
survey1117,Breadtalk,1,5,1,user117,2016-07-20T05:46:05.514Z
survey1118,Breadtalk,1,5,1,user118,2016-07-20T05:46:05.514Z
survey1119,Breadtalk,2,5,2,user119,2016-07-20T05:46:05.514Z
survey1120,Breadtalk,2,5,3,user120,2016-07-20T05:46:05.514Z
survey1121,Breadtalk,3,5,2,user121,2016-07-20T05:46:05.514Z
survey1122,Breadtalk,1,5,3,user122,2016-07-20T05:46:05.514Z
survey1123,Breadtalk,3,5,2,user123,2016-07-20T05:46:05.514Z
survey1124,Breadtalk,1,5,2,user124,2016-07-20T05:46:05.514Z
survey1125,Breadtalk,2,5,1,user125,2016-07-20T05:46:05.514Z
survey1126,Breadtalk,4,5,3,user126,2016-07-20T05:46:05.514Z
survey1127,Breadtalk,4,5,1,user127,2016-07-20T05:46:05.514Z
survey1128,Breadtalk,3,5,3,user128,2016-07-20T05:46:05.514Z
survey1129,Breadtalk,3,5,2,user129,2016-07-20T05:46:05.514Z
survey1130,Breadtalk,2,5,2,user130,2016-07-20T05:46:05.514Z
survey1131,Breadtalk,1,5,2,user131,2016-07-20T05:46:05.514Z
survey1132,Breadtalk,4,5,1,user132,2016-07-20T05:46:05.514Z
survey1133,Breadtalk,3,5,1,user133,2016-07-20T05:46:05.514Z
survey1134,Breadtalk,4,5,1,user134,2016-07-20T05:46:05.514Z
survey1135,Breadtalk,1,5,1,user135,2016-07-20T05:46:05.514Z
survey1136,Breadtalk,3,5,1,user136,2016-07-20T05:46:05.514Z
survey1137,Breadtalk,4,5,2,user137,2016-07-20T05:46:05.514Z
survey1138,Breadtalk,1,5,2,user138,2016-07-20T05:46:05.514Z
survey1139,Breadtalk,3,5,2,user139,2016-07-20T05:46:05.514Z
survey1140,Breadtalk,1,5,1,user140,2016-07-20T05:46:05.514Z
survey1141,Breadtalk,1,5,2,user141,2016-07-20T05:46:05.514Z
survey1142,Breadtalk,3,5,3,user142,2016-07-20T05:46:05.514Z
survey1143,Breadtalk,4,5,1,user143,2016-07-20T05:46:05.514Z
survey1144,Breadtalk,3,5,2,user144,2016-07-20T05:46:05.514Z
survey1145,Breadtalk,2,5,2,user145,2016-07-20T05:46:05.514Z
survey1146,Breadtalk,2,5,1,user146,2016-07-20T05:46:05.514Z
survey1147,Breadtalk,1,5,2,user147,2016-07-20T05:46:05.514Z
survey1148,Breadtalk,2,5,3,user148,2016-07-20T05:46:05.514Z
survey1149,Breadtalk,2,5,3,user149,2016-07-20T05:46:05.514Z
survey1150,Breadtalk,3,5,3,user150,2016-07-20T05:46:05.514Z
survey1151,Breadtalk,1,5,3,user151,2016-07-20T05:46:05.514Z
survey1152,Breadtalk,4,5,1,user152,2016-07-20T05:46:05.514Z
survey1153,Breadtalk,2,5,3,user153,2016-07-20T05:46:05.514Z
survey1154,Breadtalk,1,5,2,user154,2016-07-20T05:46:05.514Z
survey1155,Breadtalk,3,5,3,user155,2016-07-20T05:46:05.514Z
survey1156,Breadtalk,2,5,1,user156,2016-07-20T05:46:05.514Z
survey1157,Breadtalk,2,5,1,user157,2016-07-20T05:46:05.514Z
survey1158,Breadtalk,1,5,3,user158,2016-07-20T05:46:05.514Z
survey1159,Breadtalk,2,5,2,user159,2016-07-20T05:46:05.514Z
survey1160,Breadtalk,4,5,2,user160,2016-07-20T05:46:05.514Z
survey1161,Breadtalk,2,5,3,user161,2016-07-20T05:46:05.514Z
survey1162,Breadtalk,2,5,1,user162,2016-07-20T05:46:05.514Z
survey1163,Breadtalk,4,5,3,user163,2016-07-20T05:46:05.514Z
survey1164,Breadtalk,4,5,1,user164,2016-07-20T05:46:05.514Z
survey1165,Breadtalk,4,5,1,user165,2016-07-20T05:46:05.514Z
survey1166,Breadtalk,1,5,3,user166,2016-07-20T05:46:05.514Z
survey1167,Breadtalk,3,5,3,user167,2016-07-20T05:46:05.514Z
survey1168,Breadtalk,2,5,3,user168,2016-07-20T05:46:05.514Z
survey1169,Breadtalk,1,5,1,user169,2016-07-20T05:46:05.514Z
survey1170,Breadtalk,1,5,1,user170,2016-07-20T05:46:05.514Z
survey1171,Breadtalk,3,5,2,user171,2016-07-20T05:46:05.514Z
survey1172,Breadtalk,1,5,1,user172,2016-07-20T05:46:05.514Z
survey1173,Breadtalk,2,1,3,user173,2016-07-20T05:46:05.514Z
survey1174,Breadtalk,4,1,2,user174,2016-07-20T05:46:05.514Z
survey1175,Breadtalk,2,1,2,user175,2016-07-20T05:46:05.514Z
survey1176,Breadtalk,3,1,2,user176,2016-07-20T05:46:05.514Z
survey1177,Breadtalk,2,1,1,user177,2016-07-20T05:46:05.514Z
survey1178,Breadtalk,4,1,1,user178,2016-07-20T05:46:05.514Z
survey1179,Breadtalk,4,1,1,user179,2016-07-20T05:46:05.514Z
survey1180,Breadtalk,1,1,1,user180,2016-07-20T05:46:05.514Z
survey1181,Breadtalk,4,1,3,user181,2016-07-20T05:46:05.514Z
survey1182,Breadtalk,1,1,2,user182,2016-07-20T05:46:05.514Z
survey1183,Breadtalk,1,1,1,user183,2016-07-20T05:46:05.514Z
survey1184,Breadtalk,3,1,2,user184,2016-07-20T05:46:05.514Z
survey1185,Breadtalk,4,1,3,user185,2016-07-20T05:46:05.514Z
survey1186,Breadtalk,2,1,3,user186,2016-07-20T05:46:05.514Z
survey1187,Breadtalk,3,1,3,user187,2016-07-20T05:46:05.514Z
survey1188,Breadtalk,4,1,3,user188,2016-07-20T05:46:05.514Z
survey1189,Breadtalk,1,1,2,user189,2016-07-20T05:46:05.514Z
survey1190,Breadtalk,4,1,3,user190,2016-07-20T05:46:05.514Z
survey1191,Breadtalk,4,1,1,user191,2016-07-20T05:46:05.514Z
survey1192,Breadtalk,2,1,1,user192,2016-07-20T05:46:05.514Z
survey1193,Breadtalk,4,1,1,user193,2016-07-20T05:46:05.514Z
survey1194,Breadtalk,1,1,3,user194,2016-07-20T05:46:05.514Z
survey1195,Breadtalk,1,1,2,user195,2016-07-20T05:46:05.514Z
survey1196,Breadtalk,4,1,1,user196,2016-07-20T05:46:05.514Z
survey1197,Breadtalk,2,1,3,user197,2016-07-20T05:46:05.514Z
survey1198,Breadtalk,4,1,3,user198,2016-07-20T05:46:05.514Z
survey1199,Breadtalk,2,1,3,user199,2016-07-20T05:46:05.514Z
survey1200,Breadtalk,1,1,3,user200,2016-07-20T05:46:05.514Z
survey1201,Singtel,1,10,2,user1,2016-08-20T05:46:05.514Z
survey1202,Singtel,4,10,3,user2,2016-08-20T05:46:05.514Z
survey1203,Singtel,4,10,3,user3,2016-08-20T05:46:05.514Z
survey1204,Singtel,2,10,3,user4,2016-08-20T05:46:05.514Z
survey1205,Singtel,2,10,2,user5,2016-08-20T05:46:05.514Z
survey1206,Singtel,2,10,2,user6,2016-08-20T05:46:05.514Z
survey1207,Singtel,3,10,1,user7,2016-08-20T05:46:05.514Z
survey1208,Singtel,4,10,2,user8,2016-08-20T05:46:05.514Z
survey1209,Singtel,3,10,3,user9,2016-08-20T05:46:05.514Z
survey1210,Singtel,1,10,2,user10,2016-08-20T05:46:05.514Z
survey1211,Singtel,4,10,1,user11,2016-08-20T05:46:05.514Z
survey1212,Singtel,1,10,2,user12,2016-08-20T05:46:05.514Z
survey1213,Singtel,3,10,3,user13,2016-08-20T05:46:05.514Z
survey1214,Singtel,4,10,3,user14,2016-08-20T05:46:05.514Z
survey1215,Singtel,3,10,1,user15,2016-08-20T05:46:05.514Z
survey1216,Singtel,3,10,3,user16,2016-08-20T05:46:05.514Z
survey1217,Singtel,4,10,1,user17,2016-08-20T05:46:05.514Z
survey1218,Singtel,1,10,3,user18,2016-08-20T05:46:05.514Z
survey1219,Singtel,4,10,1,user19,2016-08-20T05:46:05.514Z
survey1220,Singtel,2,10,2,user20,2016-08-20T05:46:05.514Z
survey1221,Singtel,1,10,1,user21,2016-08-20T05:46:05.514Z
survey1222,Singtel,1,10,2,user22,2016-08-20T05:46:05.514Z
survey1223,Singtel,4,10,3,user23,2016-08-20T05:46:05.514Z
survey1224,Singtel,3,10,2,user24,2016-08-20T05:46:05.514Z
survey1225,Singtel,1,10,1,user25,2016-08-20T05:46:05.514Z
survey1226,Singtel,4,10,3,user26,2016-08-20T05:46:05.514Z
survey1227,Singtel,1,10,3,user27,2016-08-20T05:46:05.514Z
survey1228,Singtel,4,10,3,user28,2016-08-20T05:46:05.514Z
survey1229,Singtel,2,10,2,user29,2016-08-20T05:46:05.514Z
survey1230,Singtel,4,10,1,user30,2016-08-20T05:46:05.514Z
survey1231,Singtel,1,10,1,user31,2016-08-20T05:46:05.514Z
survey1232,Singtel,3,10,2,user32,2016-08-20T05:46:05.514Z
survey1233,Singtel,3,10,1,user33,2016-08-20T05:46:05.514Z
survey1234,Singtel,4,10,3,user34,2016-08-20T05:46:05.514Z
survey1235,Singtel,2,10,2,user35,2016-08-20T05:46:05.514Z
survey1236,Singtel,3,10,1,user36,2016-08-20T05:46:05.514Z
survey1237,Singtel,1,10,1,user37,2016-08-20T05:46:05.514Z
survey1238,Singtel,2,10,3,user38,2016-08-20T05:46:05.514Z
survey1239,Singtel,2,10,2,user39,2016-08-20T05:46:05.514Z
survey1240,Singtel,4,10,2,user40,2016-08-20T05:46:05.514Z
survey1241,Singtel,2,10,2,user41,2016-08-20T05:46:05.514Z
survey1242,Singtel,4,10,1,user42,2016-08-20T05:46:05.514Z
survey1243,Singtel,2,10,1,user43,2016-08-20T05:46:05.514Z
survey1244,Singtel,2,10,2,user44,2016-08-20T05:46:05.514Z
survey1245,Singtel,3,10,2,user45,2016-08-20T05:46:05.514Z
survey1246,Singtel,1,10,1,user46,2016-08-20T05:46:05.514Z
survey1247,Singtel,4,10,1,user47,2016-08-20T05:46:05.514Z
survey1248,Singtel,1,10,3,user48,2016-08-20T05:46:05.514Z
survey1249,Singtel,3,10,1,user49,2016-08-20T05:46:05.514Z
